0,68,72,500000,620155909,,slot=0;src=68;dst=72;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
1,75,71,500000,689102653,,slot=0;src=75;dst=71;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
2,75,71,500000,937095107,,slot=0;src=75;dst=71;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
3,71,75,500000,993175066,,slot=0;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
4,67,70,500000,1015354462,,slot=1;src=67;dst=70;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
5,66,73,500000,1022148635,,slot=1;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
6,72,68,500000,1245180708,,slot=1;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
7,70,67,500000,1312759104,,slot=1;src=70;dst=67;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
8,71,75,500000,1679181884,,slot=1;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
9,72,68,500000,1707160643,,slot=1;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
10,66,73,500000,2436550658,,slot=2;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
11,68,72,500000,2446580022,,slot=2;src=68;dst=72;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
12,70,67,500000,2500686309,,slot=2;src=70;dst=67;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
13,74,69,500000,2546702812,,slot=2;src=74;dst=69;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
14,75,71,500000,2707694502,,slot=2;src=75;dst=71;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
15,66,73,500000,2824509870,,slot=2;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
16,72,68,500000,2835453064,,slot=2;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
17,72,68,500000,3035453064,,slot=2;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
18,73,66,500000,3507331199,,slot=3;src=73;dst=66;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
19,66,73,500000,3781613530,,slot=3;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
20,69,74,500000,3834426512,,slot=3;src=69;dst=74;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
21,73,66,500000,4278164787,,slot=4;src=73;dst=66;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
22,72,68,500000,4327236680,,slot=4;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
23,69,74,500000,4466714079,,slot=4;src=69;dst=74;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
24,74,69,500000,5042294773,,slot=5;src=74;dst=69;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
25,73,66,500000,5217606054,,slot=5;src=73;dst=66;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
26,71,75,500000,5502700908,,slot=5;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
27,66,73,500000,5569841775,,slot=5;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
28,67,70,500000,5760322054,,slot=5;src=67;dst=70;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
29,70,67,500000,5786125458,,slot=5;src=70;dst=67;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
30,69,74,500000,6847381799,,slot=6;src=69;dst=74;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
31,66,73,500000,6876697852,,slot=6;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
32,74,69,500000,7582849038,,slot=7;src=74;dst=69;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
33,75,71,500000,7831389153,,slot=7;src=75;dst=71;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
34,72,68,500000,8231181581,,slot=8;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
35,66,73,500000,8302142809,,slot=8;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
36,71,75,500000,8329434710,,slot=8;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
37,73,66,500000,8499490553,,slot=8;src=73;dst=66;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
38,69,74,500000,8739669725,,slot=8;src=69;dst=74;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
39,71,75,500000,9094857087,,slot=9;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
40,66,73,500000,9848379656,,slot=9;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
41,70,67,500000,9975227996,,slot=9;src=70;dst=67;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
42,72,68,500000,10210737346,,slot=10;src=72;dst=68;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
43,71,75,500000,10476452196,,slot=10;src=71;dst=75;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
44,73,66,500000,10595731587,,slot=10;src=73;dst=66;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
45,66,73,500000,10769512462,,slot=10;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
46,67,70,500000,10772683505,,slot=10;src=67;dst=70;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
47,66,73,500000,11651308962,,slot=11;src=66;dst=73;rate_mbps=2.0;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
