0,70,67,500000,811733928,,slot=0;src=70;dst=67;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
1,70,67,500000,16231181581,,slot=16;src=70;dst=67;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
2,72,68,500000,18769512462,,slot=18;src=72;dst=68;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
3,69,74,500000,25267036946,,slot=25;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
4,72,68,500000,30780879495,,slot=30;src=72;dst=68;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
5,69,74,500000,39478830265,,slot=39;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
6,75,71,500000,47684768680,,slot=47;src=75;dst=71;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
7,70,67,500000,48398389025,,slot=48;src=70;dst=67;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
8,69,74,500000,48485240989,,slot=48;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
9,73,66,500000,54545328155,,slot=54;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
10,68,72,500000,66334840408,,slot=66;src=68;dst=72;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
11,69,74,500000,67632489669,,slot=67;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
12,67,70,500000,68481064909,,slot=68;src=67;dst=70;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
13,66,73,500000,73535176021,,slot=73;src=66;dst=73;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
14,66,73,500000,74348900882,,slot=74;src=66;dst=73;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
15,69,74,500000,75203972634,,slot=75;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
16,66,73,500000,79662037590,,slot=79;src=66;dst=73;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
17,74,69,500000,84700030231,,slot=84;src=74;dst=69;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
18,75,71,500000,85976340425,,slot=85;src=75;dst=71;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
19,69,74,500000,95149563739,,slot=95;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
20,75,71,500000,95214422029,,slot=95;src=75;dst=71;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
21,72,68,500000,98780652311,,slot=98;src=72;dst=68;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
22,70,67,500000,100257208266,,slot=100;src=70;dst=67;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
23,74,69,500000,106329140797,,slot=106;src=74;dst=69;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
24,73,66,500000,114639189795,,slot=114;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
25,66,73,500000,115691224788,,slot=115;src=66;dst=73;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
26,71,75,500000,121887757916,,slot=121;src=71;dst=75;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
27,72,68,500000,126962692801,,slot=126;src=72;dst=68;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
28,75,71,500000,127339767740,,slot=127;src=75;dst=71;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
29,73,66,500000,128090228261,,slot=128;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
30,73,66,500000,135320756258,,slot=135;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
31,67,70,500000,135407723071,,slot=135;src=67;dst=70;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
32,67,70,500000,141538939430,,slot=141;src=67;dst=70;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
33,73,66,500000,141992841485,,slot=141;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
34,69,74,500000,142510342067,,slot=142;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
35,69,74,500000,144068644611,,slot=144;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
36,69,74,500000,144861176969,,slot=144;src=69;dst=74;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
37,72,68,500000,154440232433,,slot=154;src=72;dst=68;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
38,75,71,500000,157873703147,,slot=157;src=75;dst=71;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
39,68,72,500000,164857530726,,slot=164;src=68;dst=72;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
40,73,66,500000,169645818510,,slot=169;src=73;dst=66;rate_mbps=0.09;flow_size_byte=500000;packet_lambda_per_s=None;packet_size_byte=1500;lambda_mode=flow_per_pair_rate_mbps
